CERTIFICATION_ID,EMPLOYEE_ID,CERTIFICATION_NAME,ISSUING_ORGANIZATION,CERTIFICATION_CATEGORY,CERTIFICATION_DATE,EXPIRY_DATE,CERTIFICATION_STATUS,CREDENTIAL_ID,VERIFICATION_URL,COST_COVERED_BY,CREATED_AT
226,1077,Tableau Desktop Specialist,Tableau,Visualization,2023-09-10,2026-06-30,In Progress,CRED-160607,https://verify.example.com/730226,Partial Reimbursement,2026-03-20 06:59:35.765
625,1184,Databricks Certified Data Engineer,Databricks,Data Platform,2024-02-29,2026-10-18,Renewal Due,CRED-146362,https://verify.example.com/266557,Partial Reimbursement,2026-03-20 06:59:35.765
683,1203,Azure Fundamentals,Microsoft,Cloud Platform,2024-10-20,2027-11-06,Renewal Due,CRED-641937,https://verify.example.com/301181,Company,2026-03-20 06:59:35.765
101,1051,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2023-06-26,2026-11-09,Expired,CRED-732760,https://verify.example.com/326432,Self,2026-03-20 06:59:35.765
365,1393,AWS Solutions Architect Associate,Amazon,Cloud Platform,2026-02-01,2027-03-09,In Progress,CRED-487160,https://verify.example.com/730250,Partial Reimbursement,2026-03-20 06:59:35.765
431,1512,AWS Cloud Practitioner,Amazon,Cloud Platform,2025-12-18,2026-04-10,Active,CRED-198032,https://verify.example.com/225119,Partial Reimbursement,2026-03-20 06:59:35.765
712,1104,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2024-12-25,2027-09-13,Active,CRED-626296,https://verify.example.com/632431,Company,2026-03-20 06:59:35.765
366,1018,SnowPro Core,Snowflake,Cloud Data Platform,2024-11-09,2026-01-25,Active,CRED-368058,https://verify.example.com/956499,Self,2026-03-20 06:59:35.765
64,1358,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2025-11-30,2027-05-26,In Progress,CRED-284238,https://verify.example.com/379263,Partial Reimbursement,2026-03-20 06:59:35.765
440,1029,AWS Cloud Practitioner,Amazon,Cloud Platform,2024-05-07,2027-07-18,Expired,CRED-519503,https://verify.example.com/983134,Self,2026-03-20 06:59:35.765
300,1448,Azure Data Engineer Associate,Microsoft,Cloud Platform,2024-05-21,2027-11-09,Renewal Due,CRED-657118,https://verify.example.com/132277,Partial Reimbursement,2026-03-20 06:59:35.765
168,1324,Scrum Master CSM,Scrum Alliance,Agile,2025-05-06,2026-06-15,Renewal Due,CRED-639164,https://verify.example.com/546268,Company,2026-03-20 06:59:35.765
661,1023,SnowPro Advanced Data Analyst,Snowflake,Cloud Data Platform,2025-04-02,2027-09-23,Expired,CRED-955342,https://verify.example.com/442930,Self,2026-03-20 06:59:35.765
88,1245,Apache Kafka Certification,Confluent,Streaming,2025-02-15,2026-06-08,Expired,CRED-708157,https://verify.example.com/784668,Self,2026-03-20 06:59:35.765
501,1130,Tableau Desktop Specialist,Tableau,Visualization,2024-06-29,2026-05-11,Renewal Due,CRED-197350,https://verify.example.com/202237,Self,2026-03-20 06:59:35.765
608,1208,Fivetran Partner Certification,Fivetran,Data Integration,2023-11-29,2027-11-15,In Progress,CRED-981153,https://verify.example.com/162222,Self,2026-03-20 06:59:35.765
619,1340,GCP Cloud Architect,Google,Cloud Platform,2024-06-24,2026-02-02,Renewal Due,CRED-387241,https://verify.example.com/226813,Self,2026-03-20 06:59:35.765
524,1165,dbt Analytics Engineering,dbt Labs,Data Transformation,2024-09-01,2027-04-19,Renewal Due,CRED-356288,https://verify.example.com/365855,Company,2026-03-20 06:59:35.765
658,1015,dbt Analytics Engineering,dbt Labs,Data Transformation,2024-11-13,2027-08-12,In Progress,CRED-888000,https://verify.example.com/329081,Self,2026-03-20 06:59:35.765
641,1374,Tableau Desktop Specialist,Tableau,Visualization,2025-03-01,2027-04-06,Active,CRED-689734,https://verify.example.com/498578,Self,2026-03-20 06:59:35.765
471,1158,Certified Kubernetes Administrator,CNCF,DevOps,2025-12-14,2026-03-25,In Progress,CRED-675512,https://verify.example.com/911084,Partial Reimbursement,2026-03-20 06:59:35.765
429,1174,Scrum Master CSM,Scrum Alliance,Agile,2023-08-20,2027-02-05,In Progress,CRED-340357,https://verify.example.com/948410,Self,2026-03-20 06:59:35.765
421,1405,Apache Kafka Certification,Confluent,Streaming,2025-07-11,2027-11-07,Expired,CRED-744249,https://verify.example.com/822213,Self,2026-03-20 06:59:35.765
260,1363,Fivetran Partner Certification,Fivetran,Data Integration,2025-09-17,2027-12-26,Expired,CRED-964127,https://verify.example.com/167652,Partial Reimbursement,2026-03-20 06:59:35.765
294,1267,Apache Kafka Certification,Confluent,Streaming,2026-01-15,2026-12-06,Expired,CRED-785317,https://verify.example.com/516638,Self,2026-03-20 06:59:35.765
653,1270,Power BI Data Analyst,Microsoft,Visualization,2026-01-02,2027-03-22,Active,CRED-998236,https://verify.example.com/706686,Company,2026-03-20 06:59:35.765
135,1392,Azure Data Engineer Associate,Microsoft,Cloud Platform,2024-11-20,2027-12-19,Renewal Due,CRED-636883,https://verify.example.com/158724,Partial Reimbursement,2026-03-20 06:59:35.765
418,1338,Terraform Associate,HashiCorp,Infrastructure,2026-02-10,2026-08-19,Renewal Due,CRED-583599,https://verify.example.com/587742,Company,2026-03-20 06:59:35.765
630,1313,Terraform Associate,HashiCorp,Infrastructure,2025-09-26,2027-04-11,Renewal Due,CRED-708699,https://verify.example.com/996883,Self,2026-03-20 06:59:35.765
398,1092,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2025-04-05,2026-11-28,In Progress,CRED-377257,https://verify.example.com/482436,Partial Reimbursement,2026-03-20 06:59:35.765
700,1069,Power BI Data Analyst,Microsoft,Visualization,2025-09-22,2028-02-05,Renewal Due,CRED-527333,https://verify.example.com/479413,Self,2026-03-20 06:59:35.765
278,1118,Matillion Associate,Matillion,ETL,2023-12-26,2027-03-27,Renewal Due,CRED-867665,https://verify.example.com/447617,Partial Reimbursement,2026-03-20 06:59:35.765
83,1418,Certified Kubernetes Administrator,CNCF,DevOps,2024-03-15,2027-03-09,Renewal Due,CRED-337205,https://verify.example.com/329011,Partial Reimbursement,2026-03-20 06:59:35.765
113,1290,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2024-12-12,2027-07-08,Renewal Due,CRED-605556,https://verify.example.com/179059,Self,2026-03-20 06:59:35.765
401,1046,SnowPro Advanced Data Analyst,Snowflake,Cloud Data Platform,2024-04-28,2026-07-05,In Progress,CRED-790923,https://verify.example.com/654653,Company,2026-03-20 06:59:35.765
536,1442,Power BI Data Analyst,Microsoft,Visualization,2024-06-27,2026-10-22,Expired,CRED-477504,https://verify.example.com/284706,Company,2026-03-20 06:59:35.765
638,1169,Databricks Certified Data Engineer,Databricks,Data Platform,2025-03-06,2027-10-15,Renewal Due,CRED-154017,https://verify.example.com/159591,Company,2026-03-20 06:59:35.765
369,1098,SnowPro Advanced Data Analyst,Snowflake,Cloud Data Platform,2024-06-13,2027-07-13,Renewal Due,CRED-566305,https://verify.example.com/880345,Self,2026-03-20 06:59:35.765
303,1443,Terraform Associate,HashiCorp,Infrastructure,2024-12-27,2026-02-18,Expired,CRED-307791,https://verify.example.com/900259,Company,2026-03-20 06:59:35.765
667,1168,GCP Professional Data Engineer,Google,Cloud Platform,2024-03-06,2026-05-17,In Progress,CRED-257258,https://verify.example.com/797102,Partial Reimbursement,2026-03-20 06:59:35.765
242,1417,AWS Cloud Practitioner,Amazon,Cloud Platform,2024-05-25,2026-08-18,Expired,CRED-239019,https://verify.example.com/854595,Partial Reimbursement,2026-03-20 06:59:35.765
54,1213,dbt Analytics Engineering,dbt Labs,Data Transformation,2025-05-06,2026-11-09,Expired,CRED-531109,https://verify.example.com/828955,Partial Reimbursement,2026-03-20 06:59:35.765
668,1155,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2024-04-11,2028-03-07,Renewal Due,CRED-889126,https://verify.example.com/699549,Partial Reimbursement,2026-03-20 06:59:35.765
200,1469,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2024-08-08,2028-02-17,Renewal Due,CRED-913713,https://verify.example.com/317940,Self,2026-03-20 06:59:35.765
570,1362,Databricks Certified ML Professional,Databricks,Data Platform,2023-09-12,2026-11-12,Active,CRED-212919,https://verify.example.com/599052,Company,2026-03-20 06:59:35.765
265,1380,Azure Fundamentals,Microsoft,Cloud Platform,2025-03-24,2026-05-14,Expired,CRED-957871,https://verify.example.com/492231,Company,2026-03-20 06:59:35.765
8,1310,AWS Data Analytics Specialty,Amazon,Cloud Platform,2023-11-05,2026-07-14,Active,CRED-521825,https://verify.example.com/579194,Company,2026-03-20 06:59:35.765
701,1069,SnowPro Advanced Data Analyst,Snowflake,Cloud Data Platform,2023-09-21,2027-05-09,Active,CRED-734781,https://verify.example.com/763550,Company,2026-03-20 06:59:35.765
675,1186,Matillion Associate,Matillion,ETL,2024-04-07,2026-07-23,Expired,CRED-557978,https://verify.example.com/286616,Partial Reimbursement,2026-03-20 06:59:35.765
496,1449,Power BI Data Analyst,Microsoft,Visualization,2025-09-22,2026-03-31,Renewal Due,CRED-360073,https://verify.example.com/136621,Partial Reimbursement,2026-03-20 06:59:35.765
297,1176,SnowPro Core,Snowflake,Cloud Data Platform,2024-09-13,2027-06-08,Renewal Due,CRED-579841,https://verify.example.com/950581,Company,2026-03-20 06:59:35.765
250,1321,SnowPro Advanced Data Analyst,Snowflake,Cloud Data Platform,2026-01-30,2027-03-22,Active,CRED-514769,https://verify.example.com/350333,Self,2026-03-20 06:59:35.765
67,1058,Scrum Master CSM,Scrum Alliance,Agile,2025-03-25,2026-07-27,Renewal Due,CRED-749769,https://verify.example.com/860872,Company,2026-03-20 06:59:35.765
419,1028,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2025-08-08,2026-12-18,In Progress,CRED-169655,https://verify.example.com/630410,Company,2026-03-20 06:59:35.765
347,1329,GCP Professional Data Engineer,Google,Cloud Platform,2024-07-19,2028-01-09,Active,CRED-430068,https://verify.example.com/833197,Self,2026-03-20 06:59:35.765
613,1382,PMP,PMI,Project Management,2023-11-13,2026-10-27,Expired,CRED-553381,https://verify.example.com/740037,Self,2026-03-20 06:59:35.765
255,1342,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2024-05-15,2026-05-28,Expired,CRED-288824,https://verify.example.com/936866,Company,2026-03-20 06:59:35.765
592,1146,Azure Data Engineer Associate,Microsoft,Cloud Platform,2025-12-04,2027-12-12,Active,CRED-262178,https://verify.example.com/296900,Self,2026-03-20 06:59:35.765
341,1136,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2025-03-02,2027-08-21,In Progress,CRED-341531,https://verify.example.com/676835,Self,2026-03-20 06:59:35.765
219,1113,Power BI Data Analyst,Microsoft,Visualization,2026-01-02,2028-01-04,Active,CRED-876236,https://verify.example.com/871246,Partial Reimbursement,2026-03-20 06:59:35.765
441,1072,AWS Cloud Practitioner,Amazon,Cloud Platform,2025-03-23,2026-08-18,In Progress,CRED-720409,https://verify.example.com/167235,Company,2026-03-20 06:59:35.765
223,1504,Fivetran Partner Certification,Fivetran,Data Integration,2025-08-02,2027-08-18,In Progress,CRED-533950,https://verify.example.com/515512,Self,2026-03-20 06:59:35.765
565,1191,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2025-04-15,2028-02-20,Expired,CRED-949635,https://verify.example.com/862662,Partial Reimbursement,2026-03-20 06:59:35.765
325,1061,Matillion Associate,Matillion,ETL,2025-03-18,2026-07-16,Renewal Due,CRED-652783,https://verify.example.com/560161,Partial Reimbursement,2026-03-20 06:59:35.765
437,1255,SnowPro Advanced Data Analyst,Snowflake,Cloud Data Platform,2026-01-03,2028-02-15,Renewal Due,CRED-416629,https://verify.example.com/939401,Self,2026-03-20 06:59:35.765
262,1221,Matillion Associate,Matillion,ETL,2025-12-05,2026-07-07,In Progress,CRED-745498,https://verify.example.com/755570,Self,2026-03-20 06:59:35.765
351,1320,GCP Professional Data Engineer,Google,Cloud Platform,2025-11-30,2026-09-17,Active,CRED-222190,https://verify.example.com/176946,Company,2026-03-20 06:59:35.765
196,1022,AWS Solutions Architect Associate,Amazon,Cloud Platform,2024-01-17,2027-11-14,Renewal Due,CRED-602940,https://verify.example.com/891696,Partial Reimbursement,2026-03-20 06:59:35.765
35,1093,Fivetran Partner Certification,Fivetran,Data Integration,2024-09-05,2028-02-19,In Progress,CRED-227895,https://verify.example.com/179516,Partial Reimbursement,2026-03-20 06:59:35.765
285,1458,SnowPro Core,Snowflake,Cloud Data Platform,2024-10-14,2026-11-04,Renewal Due,CRED-763553,https://verify.example.com/248718,Company,2026-03-20 06:59:35.765
447,1493,AWS Solutions Architect Associate,Amazon,Cloud Platform,2025-05-01,2027-08-30,Expired,CRED-718792,https://verify.example.com/569256,Company,2026-03-20 06:59:35.765
412,1495,Azure Data Engineer Associate,Microsoft,Cloud Platform,2023-09-09,2026-01-27,Active,CRED-684482,https://verify.example.com/951459,Company,2026-03-20 06:59:35.765
490,1106,SnowPro Advanced Data Analyst,Snowflake,Cloud Data Platform,2025-07-17,2026-12-08,Active,CRED-793531,https://verify.example.com/716087,Partial Reimbursement,2026-03-20 06:59:35.765
211,1467,Tableau Desktop Specialist,Tableau,Visualization,2025-12-08,2026-08-08,Expired,CRED-867536,https://verify.example.com/841403,Partial Reimbursement,2026-03-20 06:59:35.765
15,1102,GCP Cloud Architect,Google,Cloud Platform,2025-01-10,2026-01-21,In Progress,CRED-230255,https://verify.example.com/196594,Company,2026-03-20 06:59:35.765
557,1177,Azure Fundamentals,Microsoft,Cloud Platform,2025-06-13,2026-12-09,Renewal Due,CRED-982620,https://verify.example.com/266682,Company,2026-03-20 06:59:35.765
247,1205,dbt Analytics Engineering,dbt Labs,Data Transformation,2024-04-13,2027-10-15,Renewal Due,CRED-691841,https://verify.example.com/452905,Partial Reimbursement,2026-03-20 06:59:35.765
224,1504,dbt Analytics Engineering,dbt Labs,Data Transformation,2025-04-08,2027-01-18,Active,CRED-526022,https://verify.example.com/386030,Self,2026-03-20 06:59:35.765
584,1269,SnowPro Advanced Data Analyst,Snowflake,Cloud Data Platform,2024-08-19,2027-05-06,Renewal Due,CRED-127416,https://verify.example.com/924003,Partial Reimbursement,2026-03-20 06:59:35.765
460,1433,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2024-04-24,2028-01-11,Renewal Due,CRED-306981,https://verify.example.com/681659,Partial Reimbursement,2026-03-20 06:59:35.765
41,1345,Scrum Master CSM,Scrum Alliance,Agile,2026-01-17,2026-05-04,Expired,CRED-557417,https://verify.example.com/637194,Self,2026-03-20 06:59:35.765
545,1296,Matillion Associate,Matillion,ETL,2024-02-01,2026-10-28,In Progress,CRED-330957,https://verify.example.com/854377,Self,2026-03-20 06:59:35.765
579,1286,Matillion Associate,Matillion,ETL,2024-05-12,2027-07-02,Expired,CRED-718126,https://verify.example.com/336893,Self,2026-03-20 06:59:35.765
166,1324,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2025-03-19,2027-10-27,Renewal Due,CRED-666013,https://verify.example.com/731111,Partial Reimbursement,2026-03-20 06:59:35.765
201,1469,Scrum Master CSM,Scrum Alliance,Agile,2024-01-11,2027-03-02,Active,CRED-790899,https://verify.example.com/741572,Self,2026-03-20 06:59:35.765
48,1439,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2025-08-25,2026-08-06,Active,CRED-667648,https://verify.example.com/303753,Company,2026-03-20 06:59:35.765
2,1437,Matillion Associate,Matillion,ETL,2025-05-01,2027-01-23,Expired,CRED-367804,https://verify.example.com/982761,Company,2026-03-20 06:59:35.765
425,1420,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2025-12-03,2027-08-03,Active,CRED-577728,https://verify.example.com/219693,Self,2026-03-20 06:59:35.765
279,1118,GCP Professional Data Engineer,Google,Cloud Platform,2024-09-14,2027-07-30,In Progress,CRED-177995,https://verify.example.com/306126,Company,2026-03-20 06:59:35.765
551,1464,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2025-09-13,2026-07-27,Active,CRED-291780,https://verify.example.com/154297,Self,2026-03-20 06:59:35.765
306,1443,SnowPro Advanced Data Analyst,Snowflake,Cloud Data Platform,2025-07-28,2026-06-21,In Progress,CRED-878935,https://verify.example.com/914774,Self,2026-03-20 06:59:35.765
17,1423,Azure Data Engineer Associate,Microsoft,Cloud Platform,2025-09-06,2027-11-17,Renewal Due,CRED-187706,https://verify.example.com/331176,Company,2026-03-20 06:59:35.765
402,1211,dbt Analytics Engineering,dbt Labs,Data Transformation,2023-07-14,2027-04-25,Expired,CRED-360155,https://verify.example.com/889121,Company,2026-03-20 06:59:35.765
681,1193,Matillion Associate,Matillion,ETL,2025-08-30,2026-08-30,Active,CRED-286141,https://verify.example.com/309329,Partial Reimbursement,2026-03-20 06:59:35.765
94,1440,Azure Data Engineer Associate,Microsoft,Cloud Platform,2025-06-17,2027-03-16,In Progress,CRED-840346,https://verify.example.com/534868,Self,2026-03-20 06:59:35.765
483,1322,GCP Professional Data Engineer,Google,Cloud Platform,2025-03-26,2026-04-15,In Progress,CRED-692631,https://verify.example.com/330528,Company,2026-03-20 06:59:35.765
6,1422,Terraform Associate,HashiCorp,Infrastructure,2025-01-26,2027-05-19,Renewal Due,CRED-773479,https://verify.example.com/649615,Company,2026-03-20 06:59:35.765
388,1254,AWS Solutions Architect Associate,Amazon,Cloud Platform,2025-01-10,2026-05-13,Active,CRED-936944,https://verify.example.com/723562,Partial Reimbursement,2026-03-20 06:59:35.765
136,1351,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2026-02-06,2026-10-02,Active,CRED-530376,https://verify.example.com/981694,Partial Reimbursement,2026-03-20 06:59:35.765
298,1489,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2024-12-08,2027-06-10,Active,CRED-554112,https://verify.example.com/194876,Partial Reimbursement,2026-03-20 06:59:35.765
323,1434,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2025-08-09,2028-03-06,In Progress,CRED-830523,https://verify.example.com/896931,Self,2026-03-20 06:59:35.765
590,1250,Certified Kubernetes Administrator,CNCF,DevOps,2024-11-12,2026-10-31,Expired,CRED-302367,https://verify.example.com/128577,Partial Reimbursement,2026-03-20 06:59:35.765
150,1083,Databricks Certified ML Professional,Databricks,Data Platform,2025-01-08,2026-03-15,Renewal Due,CRED-539884,https://verify.example.com/805357,Company,2026-03-20 06:59:35.765
77,1317,Terraform Associate,HashiCorp,Infrastructure,2025-05-21,2027-01-18,Active,CRED-777719,https://verify.example.com/599025,Company,2026-03-20 06:59:35.765
684,1249,Certified Kubernetes Administrator,CNCF,DevOps,2026-01-28,2026-06-28,Expired,CRED-583575,https://verify.example.com/491087,Self,2026-03-20 06:59:35.765
676,1186,Azure Fundamentals,Microsoft,Cloud Platform,2025-08-27,2026-03-15,Active,CRED-657051,https://verify.example.com/112495,Partial Reimbursement,2026-03-20 06:59:35.765
385,1318,Power BI Data Analyst,Microsoft,Visualization,2026-02-04,2026-04-14,Expired,CRED-560915,https://verify.example.com/627975,Company,2026-03-20 06:59:35.765
642,1365,Power BI Data Analyst,Microsoft,Visualization,2025-11-15,2026-06-27,Active,CRED-429206,https://verify.example.com/754325,Partial Reimbursement,2026-03-20 06:59:35.765
133,1262,Certified Kubernetes Administrator,CNCF,DevOps,2023-11-26,2026-10-16,Expired,CRED-198819,https://verify.example.com/698200,Company,2026-03-20 06:59:35.765
215,1256,SnowPro Core,Snowflake,Cloud Data Platform,2024-02-20,2026-04-01,Active,CRED-503844,https://verify.example.com/642185,Company,2026-03-20 06:59:35.765
44,1142,Certified Kubernetes Administrator,CNCF,DevOps,2025-12-28,2027-07-14,Expired,CRED-109288,https://verify.example.com/262296,Partial Reimbursement,2026-03-20 06:59:35.765
320,1472,PMP,PMI,Project Management,2024-05-09,2026-02-17,Expired,CRED-334574,https://verify.example.com/491058,Self,2026-03-20 06:59:35.765
574,1477,Terraform Associate,HashiCorp,Infrastructure,2024-03-08,2027-09-25,Renewal Due,CRED-408952,https://verify.example.com/185710,Company,2026-03-20 06:59:35.765
539,1447,Scrum Master CSM,Scrum Alliance,Agile,2025-07-15,2027-11-30,Active,CRED-571271,https://verify.example.com/786053,Self,2026-03-20 06:59:35.765
396,1462,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2026-02-10,2028-03-05,Renewal Due,CRED-745908,https://verify.example.com/620125,Company,2026-03-20 06:59:35.765
453,1459,GCP Professional Data Engineer,Google,Cloud Platform,2024-10-22,2027-10-31,Renewal Due,CRED-605518,https://verify.example.com/746901,Company,2026-03-20 06:59:35.765
132,1375,Databricks Certified Data Engineer,Databricks,Data Platform,2025-07-17,2028-03-04,Active,CRED-289131,https://verify.example.com/472287,Partial Reimbursement,2026-03-20 06:59:35.765
587,1414,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2023-07-21,2026-10-29,Expired,CRED-451251,https://verify.example.com/299521,Company,2026-03-20 06:59:35.765
128,1175,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2024-04-05,2027-06-11,Renewal Due,CRED-373233,https://verify.example.com/429714,Company,2026-03-20 06:59:35.765
434,1301,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2024-06-06,2027-01-01,Active,CRED-317218,https://verify.example.com/840778,Company,2026-03-20 06:59:35.765
12,1310,Azure Solutions Architect Expert,Microsoft,Cloud Platform,2026-02-09,2026-11-15,Active,CRED-263703,https://verify.example.com/528654,Self,2026-03-20 06:59:35.765
231,1075,Tableau Desktop Specialist,Tableau,Visualization,2025-11-01,2028-02-21,Renewal Due,CRED-986262,https://verify.example.com/554374,Company,2026-03-20 06:59:35.765
58,1379,Databricks Certified Data Engineer,Databricks,Data Platform,2025-11-20,2027-05-05,Active,CRED-332046,https://verify.example.com/320044,Self,2026-03-20 06:59:35.765
292,1337,Databricks Certified ML Professional,Databricks,Data Platform,2025-02-22,2026-02-21,In Progress,CRED-265730,https://verify.example.com/860501,Self,2026-03-20 06:59:35.765
195,1022,Terraform Associate,HashiCorp,Infrastructure,2025-03-27,2026-10-13,Renewal Due,CRED-440455,https://verify.example.com/834292,Self,2026-03-20 06:59:35.765
27,1099,PMP,PMI,Project Management,2025-08-22,2027-03-09,Renewal Due,CRED-190654,https://verify.example.com/837439,Partial Reimbursement,2026-03-20 06:59:35.765
319,1074,Matillion Associate,Matillion,ETL,2026-01-18,2026-11-30,In Progress,CRED-468813,https://verify.example.com/794797,Company,2026-03-20 06:59:35.765
214,1256,dbt Analytics Engineering,dbt Labs,Data Transformation,2025-09-02,2026-03-08,Renewal Due,CRED-961560,https://verify.example.com/505195,Partial Reimbursement,2026-03-20 06:59:35.765
381,1181,SnowPro Core,Snowflake,Cloud Data Platform,2024-06-21,2026-03-03,Renewal Due,CRED-203684,https://verify.example.com/442295,Company,2026-03-20 06:59:35.765
174,1432,Tableau Desktop Specialist,Tableau,Visualization,2024-01-01,2027-12-09,Active,CRED-119052,https://verify.example.com/535758,Self,2026-03-20 06:59:35.765
95,1440,Scrum Master CSM,Scrum Alliance,Agile,2025-05-23,2026-09-20,Active,CRED-754391,https://verify.example.com/998134,Self,2026-03-20 06:59:35.765
601,1187,Matillion Associate,Matillion,ETL,2024-02-21,2027-07-11,In Progress,CRED-210070,https://verify.example.com/283871,Partial Reimbursement,2026-03-20 06:59:35.765
680,1193,Power BI Data Analyst,Microsoft,Visualization,2024-11-29,2027-09-25,In Progress,CRED-970066,https://verify.example.com/782006,Self,2026-03-20 06:59:35.765
266,1380,Matillion Associate,Matillion,ETL,2024-06-19,2027-09-24,Active,CRED-111427,https://verify.example.com/269334,Partial Reimbursement,2026-03-20 06:59:35.765
102,1051,Terraform Associate,HashiCorp,Infrastructure,2025-04-17,2026-09-02,Active,CRED-143863,https://verify.example.com/854136,Self,2026-03-20 06:59:35.765
246,1369,Certified Kubernetes Administrator,CNCF,DevOps,2023-11-26,2027-11-27,In Progress,CRED-910289,https://verify.example.com/969846,Partial Reimbursement,2026-03-20 06:59:35.765
456,1238,SnowPro Advanced Data Analyst,Snowflake,Cloud Data Platform,2024-12-06,2026-07-20,Active,CRED-678367,https://verify.example.com/414058,Self,2026-03-20 06:59:35.765
549,1296,GCP Professional Data Engineer,Google,Cloud Platform,2024-11-08,2027-09-30,In Progress,CRED-869235,https://verify.example.com/559742,Company,2026-03-20 06:59:35.765
691,1080,SnowPro Advanced Architect,Snowflake,Cloud Data Platform,2025-12-11,2026-10-25,In Progress,CRED-386953,https://verify.example.com/132767,Company,2026-03-20 06:59:35.765
350,1336,GCP Professional Data Engineer,Google,Cloud Platform,2025-10-17,2027-01-09,Renewal Due,CRED-713735,https://verify.example.com/456003,Partial Reimbursement,2026-03-20 06:59:35.765
512,1235,Databricks Certified Data Engineer,Databricks,Data Platform,2025-09-10,2026-02-02,Active,CRED-156437,https://verify.example.com/132648,Self,2026-03-20 06:59:35.765
339,1192,Matillion Associate,Matillion,ETL,2025-03-12,2027-09-19,Expired,CRED-540054,https://verify.example.com/246636,Self,2026-03-20 06:59:35.765
647,1311,AWS Data Analytics Specialty,Amazon,Cloud Platform,2025-05-01,2026-09-30,Renewal Due,CRED-140272,https://verify.example.com/440844,Partial Reimbursement,2026-03-20 06:59:35.765
186,1466,Terraform Associate,HashiCorp,Infrastructure,2025-07-27,2027-11-15,Renewal Due,CRED-944923,https://verify.example.com/409133,Partial Reimbursement,2026-03-20 06:59:35.765
24,1090,Databricks Certified Data Engineer,Databricks,Data Platform,2025-04-15,2027-12-07,Active,CRED-679838,https://verify.example.com/561519,Partial Reimbursement,2026-03-20 06:59:35.765
179,1445,Power BI Data Analyst,Microsoft,Visualization,2024-07-09,2026-07-26,In Progress,CRED-594358,https://verify.example.com/593136,Self,2026-03-20 06:59:35.765
519,1060,Terraform Associate,HashiCorp,Infrastructure,2025-02-28,2026-06-22,Active,CRED-890091,https://verify.example.com/778836,Company,2026-03-20 06:59:35.765
510,1235,dbt Analytics Engineering,dbt Labs,Data Transformation,2024-12-06,2027-02-05,Renewal Due,CRED-530707,https://verify.example.com/144826,Self,2026-03-20 06:59:35.765
16,1423,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2026-01-28,2027-06-08,In Progress,CRED-820174,https://verify.example.com/782904,Company,2026-03-20 06:59:35.765
177,1396,Azure Fundamentals,Microsoft,Cloud Platform,2024-08-14,2028-01-28,Expired,CRED-212376,https://verify.example.com/631779,Self,2026-03-20 06:59:35.765
172,1432,SnowPro Advanced Data Engineer,Snowflake,Cloud Data Platform,2025-07-17,2026-05-26,Active,CRED-207891,https://verify.example.com/953054,Partial Reimbursement,2026-03-20 06:59:35.765
145,1305,Power BI Data Analyst,Microsoft,Visualization,2026-01-13,2026-08-27,Expired,CRED-572541,https://verify.example.com/881720,Company,2026-03-20 06:59:35.765
417,1121,Power BI Data Analyst,Microsoft,Visualization,2026-02-08,2027-08-16,Renewal Due,CRED-807580,https://verify.example.com/950170,Self,2026-03-20 06:59:35.765
117,1020,AWS Solutions Architect Associate,Amazon,Cloud Platform,2026-01-20,2026-01-27,In Progress,CRED-873499,https://verify.example.com/472175,Self,2026-03-20 06:59:35.765
355,1283,Scrum Master CSM,Scrum Alliance,Agile,2024-12-27,2027-08-15,Renewal Due,CRED-772799,https://verify.example.com/632742,Partial Reimbursement,2026-03-20 06:59:35.765
628,1511,Informatica PowerCenter,Informatica,ETL,2023-08-24,2028-01-12,Active,CRED-435491,https://verify.example.com/340381,Company,2026-03-20 06:59:35.765
273,1390,SnowPro Core,Snowflake,Cloud Data Platform,2023-11-26,2027-06-24,Renewal Due,CRED-921331,https://verify.example.com/734325,Company,2026-03-20 06:59:35.765
