MARGIN_ID,EMPLOYEE_ID,PROJECT_NAME,CLIENT_NAME,BILLING_START_DATE,BILLING_END_DATE,BILLING_RATE_PER_HOUR,COST_RATE_PER_HOUR,MARGIN_AMOUNT_PER_HOUR,MARGIN_PERCENTAGE,MONTHLY_BILLED_HOURS,MONTHLY_REVENUE,MONTHLY_COST,MONTHLY_MARGIN,BILLING_TYPE,CURRENCY,ENGAGEMENT_TYPE,IS_ACTIVE,CREATED_AT
217,1407,Security Audit,Acme Corp,2026-01-05,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Managed Services,true,2026-03-20 07:01:48.136
218,1407,Platform Upgrade,AutoDrive Inc,2026-01-21,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Project Based,true,2026-03-20 07:01:48.136
219,1407,Dashboard Development,Acme Corp,2025-07-26,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Project Based,true,2026-03-20 07:01:48.136
220,1431,Real-time Analytics,TechNova Inc,2025-05-07,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Consulting,true,2026-03-20 07:01:48.136
221,1447,API Integration,Acme Corp,2025-11-08,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Staff Augmentation,false,2026-03-20 07:01:48.136
222,1455,Platform Upgrade,FoodChain Co,2025-07-22,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Consulting,true,2026-03-20 07:01:48.136
223,1455,Cost Optimization,AutoDrive Inc,2025-03-28,2026-07-08,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Consulting,true,2026-03-20 07:01:48.136
224,1455,Data Governance Setup,TechNova Inc,2025-06-20,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,false,2026-03-20 07:01:48.136
225,1479,Cost Optimization,RetailMax,2025-06-10,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Project Based,true,2026-03-20 07:01:48.136
226,1479,Real-time Analytics,EnergyOne,2025-09-18,2026-05-20,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
227,1487,POC Development,AutoDrive Inc,2025-10-06,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
228,1487,ETL Modernization,CloudScale,2025-07-27,2026-07-10,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
229,1004,Snowflake Migration,RetailMax,2026-01-16,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Consulting,false,2026-03-20 07:01:48.136
230,1004,Security Audit,RetailMax,2025-08-17,2026-05-03,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Consulting,false,2026-03-20 07:01:48.136
231,1004,API Integration,TravelEase,2025-08-23,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,true,2026-03-20 07:01:48.136
232,1020,POC Development,RetailMax,2025-12-15,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Managed Services,false,2026-03-20 07:01:48.136
233,1028,ETL Modernization,EduSpark,2025-11-22,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
234,1036,ETL Modernization,TravelEase,2025-11-04,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
235,1044,ML Pipeline,AutoDrive Inc,2025-08-08,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Managed Services,true,2026-03-20 07:01:48.136
236,1044,Cloud Migration,InsurePro,2026-01-06,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
237,1044,ETL Modernization,EnergyOne,2025-05-29,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
238,1052,Data Warehouse Redesign,EduSpark,2025-04-06,2026-09-14,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Consulting,true,2026-03-20 07:01:48.136
239,1052,Data Governance Setup,EnergyOne,2025-04-29,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,false,2026-03-20 07:01:48.136
240,1068,Snowflake Migration,CloudScale,2026-02-02,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,true,2026-03-20 07:01:48.136
241,1068,ML Pipeline,RetailMax,2025-12-02,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
242,1076,Cost Optimization,HealthTech Solutions,2025-07-06,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,false,2026-03-20 07:01:48.136
243,1084,ML Pipeline,InsurePro,2025-10-09,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,true,2026-03-20 07:01:48.136
244,1084,Reporting Automation,Acme Corp,2025-08-17,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Consulting,false,2026-03-20 07:01:48.136
245,1092,Reporting Automation,BankRight,2025-07-06,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Project Based,true,2026-03-20 07:01:48.136
246,1092,Data Lake Build,InsurePro,2025-07-29,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Project Based,true,2026-03-20 07:01:48.136
247,1100,Cost Optimization,EnergyOne,2025-09-10,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
248,1100,Snowflake Migration,DataFirst LLC,2025-05-14,2026-07-11,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,false,2026-03-20 07:01:48.136
249,1116,API Integration,HealthTech Solutions,2025-10-11,2026-08-19,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,true,2026-03-20 07:01:48.136
250,1124,Security Audit,DataFirst LLC,2025-06-14,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,true,2026-03-20 07:01:48.136
251,1156,Cost Optimization,AutoDrive Inc,2025-06-13,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Consulting,true,2026-03-20 07:01:48.136
252,1156,ML Pipeline,FoodChain Co,2025-10-18,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,true,2026-03-20 07:01:48.136
253,1164,ETL Modernization,CloudScale,2025-05-10,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
254,1164,POC Development,EnergyOne,2025-11-01,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
255,1172,Cloud Migration,HealthTech Solutions,2025-05-08,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,false,2026-03-20 07:01:48.136
256,1180,API Integration,MediaStream,2026-02-13,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Managed Services,true,2026-03-20 07:01:48.136
257,1220,ETL Modernization,DataFirst LLC,2025-11-19,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Project Based,false,2026-03-20 07:01:48.136
258,1276,Platform Upgrade,TechNova Inc,2025-10-09,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Consulting,true,2026-03-20 07:01:48.136
259,1300,Cost Optimization,Acme Corp,2025-09-21,2026-07-31,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
260,1316,Data Governance Setup,AutoDrive Inc,2025-07-21,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
261,1332,Reporting Automation,BankRight,2025-07-02,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,false,2026-03-20 07:01:48.136
262,1372,Cloud Migration,InsurePro,2025-10-14,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Managed Services,true,2026-03-20 07:01:48.136
263,1404,Security Audit,InsurePro,2025-10-03,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Project Based,true,2026-03-20 07:01:48.136
264,1412,Cloud Migration,CloudScale,2025-06-27,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
265,1420,ETL Modernization,EduSpark,2026-01-22,2026-08-11,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
266,1444,Security Audit,TravelEase,2025-05-14,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Consulting,false,2026-03-20 07:01:48.136
267,1013,Security Audit,MediaStream,2025-11-20,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Consulting,true,2026-03-20 07:01:48.136
268,1021,Cost Optimization,Acme Corp,2025-05-28,2026-05-27,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,false,2026-03-20 07:01:48.136
269,1029,Data Warehouse Redesign,DataFirst LLC,2025-03-29,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,false,2026-03-20 07:01:48.136
270,1045,Cost Optimization,DataFirst LLC,2025-04-09,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Consulting,true,2026-03-20 07:01:48.136
271,1077,Platform Upgrade,DataFirst LLC,2025-06-21,2026-07-18,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,true,2026-03-20 07:01:48.136
272,1085,API Integration,BankRight,2025-09-20,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Support & Maintenance,false,2026-03-20 07:01:48.136
273,1085,API Integration,AutoDrive Inc,2025-12-02,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,true,2026-03-20 07:01:48.136
274,1093,Data Lake Build,AutoDrive Inc,2026-01-30,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Project Based,false,2026-03-20 07:01:48.136
275,1109,Security Audit,EduSpark,2025-09-08,2026-08-14,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Managed Services,true,2026-03-20 07:01:48.136
276,1109,Snowflake Migration,MediaStream,2025-09-04,2026-07-11,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
277,1117,Cost Optimization,Acme Corp,2025-11-21,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Project Based,true,2026-03-20 07:01:48.136
278,1117,Cost Optimization,TravelEase,2025-06-06,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Support & Maintenance,false,2026-03-20 07:01:48.136
279,1125,Dashboard Development,MediaStream,2026-02-16,2026-05-15,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Project Based,true,2026-03-20 07:01:48.136
280,1141,Cost Optimization,MediaStream,2025-12-25,2026-05-31,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
281,1141,Cloud Migration,InsurePro,2026-02-09,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,true,2026-03-20 07:01:48.136
282,1141,Dashboard Development,TravelEase,2025-04-02,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Consulting,false,2026-03-20 07:01:48.136
283,1149,Reporting Automation,InsurePro,2025-06-27,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Managed Services,true,2026-03-20 07:01:48.136
284,1149,POC Development,EduSpark,2025-09-05,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Consulting,true,2026-03-20 07:01:48.136
285,1149,API Integration,BankRight,2025-04-02,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
286,1197,ETL Modernization,TravelEase,2025-10-24,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Managed Services,true,2026-03-20 07:01:48.136
287,1197,Reporting Automation,EnergyOne,2025-04-25,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Consulting,true,2026-03-20 07:01:48.136
288,1221,Real-time Analytics,FoodChain Co,2025-09-05,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Staff Augmentation,false,2026-03-20 07:01:48.136
289,1229,Reporting Automation,FoodChain Co,2025-05-02,2026-07-04,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
290,1229,API Integration,HealthTech Solutions,2025-05-08,2026-08-13,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
291,1253,Snowflake Migration,TravelEase,2025-08-13,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,true,2026-03-20 07:01:48.136
292,1261,Real-time Analytics,BankRight,2026-01-11,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
293,1269,Platform Upgrade,DataFirst LLC,2026-01-07,2026-08-01,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Staff Augmentation,false,2026-03-20 07:01:48.136
294,1269,Cloud Migration,HealthTech Solutions,2025-11-11,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Support & Maintenance,false,2026-03-20 07:01:48.136
295,1269,Cost Optimization,Acme Corp,2025-09-29,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,true,2026-03-20 07:01:48.136
296,1285,Snowflake Migration,EduSpark,2025-06-25,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Consulting,false,2026-03-20 07:01:48.136
297,1293,Data Governance Setup,DataFirst LLC,2025-04-01,2026-04-21,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
298,1317,Reporting Automation,RetailMax,2025-04-24,2026-06-25,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
299,1325,Data Lake Build,RetailMax,2025-08-14,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
300,1333,Reporting Automation,FoodChain Co,2025-09-17,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,false,2026-03-20 07:01:48.136
301,1357,Snowflake Migration,RetailMax,2025-03-23,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
302,1365,Dashboard Development,Acme Corp,2025-08-17,2026-05-05,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Managed Services,true,2026-03-20 07:01:48.136
303,1389,Dashboard Development,DataFirst LLC,2025-04-30,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
304,1397,POC Development,TravelEase,2026-02-10,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
305,1405,Data Lake Build,Acme Corp,2025-11-16,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
306,1405,Data Warehouse Redesign,FinServ Global,2025-09-10,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,true,2026-03-20 07:01:48.136
307,1405,Data Governance Setup,DataFirst LLC,2025-08-15,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
308,1421,Real-time Analytics,EduSpark,2025-05-14,2026-05-07,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Staff Augmentation,false,2026-03-20 07:01:48.136
309,1429,Snowflake Migration,InsurePro,2025-09-24,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Managed Services,true,2026-03-20 07:01:48.136
310,1429,API Integration,MediaStream,2025-07-05,2026-08-02,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
311,1437,API Integration,EnergyOne,2025-04-23,2026-05-04,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
312,1469,API Integration,AutoDrive Inc,2025-11-30,2026-06-07,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,true,2026-03-20 07:01:48.136
313,1469,Cloud Migration,MediaStream,2025-08-25,2026-08-09,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
314,1509,Data Lake Build,AutoDrive Inc,2025-09-02,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Consulting,true,2026-03-20 07:01:48.136
315,1003,ML Pipeline,FinServ Global,2025-09-19,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
316,1003,Cloud Migration,InsurePro,2025-03-28,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Managed Services,true,2026-03-20 07:01:48.136
317,1011,ML Pipeline,InsurePro,2025-05-04,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Managed Services,false,2026-03-20 07:01:48.136
318,1011,Security Audit,AutoDrive Inc,2025-11-22,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Managed Services,true,2026-03-20 07:01:48.136
319,1011,Platform Upgrade,InsurePro,2025-06-01,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,true,2026-03-20 07:01:48.136
320,1027,POC Development,HealthTech Solutions,2025-07-31,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Consulting,true,2026-03-20 07:01:48.136
321,1027,Snowflake Migration,InsurePro,2025-05-21,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
322,1043,Data Warehouse Redesign,RetailMax,2025-09-29,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Support & Maintenance,false,2026-03-20 07:01:48.136
323,1083,Data Lake Build,Acme Corp,2025-07-04,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Managed Services,true,2026-03-20 07:01:48.136
324,1083,Platform Upgrade,DataFirst LLC,2026-01-12,2026-07-27,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Managed Services,true,2026-03-20 07:01:48.136
325,1091,Real-time Analytics,HealthTech Solutions,2025-11-19,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,false,2026-03-20 07:01:48.136
326,1091,Reporting Automation,Acme Corp,2025-05-10,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Project Based,true,2026-03-20 07:01:48.136
327,1099,Cost Optimization,Acme Corp,2025-12-04,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Project Based,true,2026-03-20 07:01:48.136
328,1139,Cost Optimization,RetailMax,2025-07-01,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Project Based,true,2026-03-20 07:01:48.136
329,1139,Cost Optimization,HealthTech Solutions,2026-02-08,2026-07-24,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
330,1155,Data Governance Setup,FoodChain Co,2025-05-23,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
331,1187,Data Lake Build,CloudScale,2025-10-09,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Consulting,true,2026-03-20 07:01:48.136
332,1195,Cloud Migration,CloudScale,2025-05-06,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Managed Services,true,2026-03-20 07:01:48.136
333,1219,Reporting Automation,TechNova Inc,2026-01-15,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
334,1219,Security Audit,CloudScale,2025-12-28,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Project Based,true,2026-03-20 07:01:48.136
335,1235,API Integration,DataFirst LLC,2025-07-22,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Consulting,true,2026-03-20 07:01:48.136
336,1251,Dashboard Development,BankRight,2026-01-05,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
337,1259,Real-time Analytics,TravelEase,2025-06-07,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
338,1267,POC Development,TravelEase,2025-06-20,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
339,1307,ETL Modernization,Acme Corp,2025-03-23,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Project Based,true,2026-03-20 07:01:48.136
340,1323,Snowflake Migration,Acme Corp,2025-03-27,2026-05-24,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
341,1323,API Integration,TravelEase,2025-07-11,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
342,1323,POC Development,DataFirst LLC,2025-07-12,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Project Based,true,2026-03-20 07:01:48.136
343,1331,Platform Upgrade,InsurePro,2025-07-11,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Managed Services,true,2026-03-20 07:01:48.136
344,1331,ETL Modernization,BankRight,2025-09-08,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,true,2026-03-20 07:01:48.136
345,1339,Data Warehouse Redesign,DataFirst LLC,2025-05-22,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
346,1347,Cloud Migration,TechNova Inc,2025-08-30,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Consulting,true,2026-03-20 07:01:48.136
347,1347,ML Pipeline,AutoDrive Inc,2025-10-29,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Managed Services,true,2026-03-20 07:01:48.136
348,1355,Data Lake Build,FinServ Global,2025-03-21,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Managed Services,true,2026-03-20 07:01:48.136
349,1371,ETL Modernization,MediaStream,2025-10-19,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
350,1371,Reporting Automation,EnergyOne,2025-09-08,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Milestone Based,USD,Staff Augmentation,true,2026-03-20 07:01:48.136
351,1387,Platform Upgrade,HealthTech Solutions,2025-12-18,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Time & Material,USD,Staff Augmentation,false,2026-03-20 07:01:48.136
352,1387,Platform Upgrade,MediaStream,2025-05-26,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Project Based,true,2026-03-20 07:01:48.136
353,1411,Cloud Migration,FoodChain Co,2025-04-29,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Fixed Price,USD,Managed Services,true,2026-03-20 07:01:48.136
354,1419,Reporting Automation,FoodChain Co,2025-11-08,2026-05-24,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Managed Services,false,2026-03-20 07:01:48.136
355,1451,Security Audit,HealthTech Solutions,2025-12-01,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
356,1467,Dashboard Development,FoodChain Co,2025-04-17,2026-08-22,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Support & Maintenance,true,2026-03-20 07:01:48.136
357,1008,Security Audit,TechNova Inc,2025-07-12,,102.00,32.00,70.00,68.63,106.0,10812.00,3392.00,7420.00,Retainer,USD,Consulting,true,2026-03-20 07:01:48.136
