SKILL_ID,EMPLOYEE_ID,SKILL_NAME,SKILL_CATEGORY,PROFICIENCY_LEVEL,YEARS_OF_EXPERIENCE,IS_PRIMARY_SKILL,LAST_USED_DATE,SELF_RATING,VERIFIED_BY_MANAGER,CREATED_AT
1637,1283,Databricks,Data Platform,Intermediate,1.4,false,2025-11-20,4.2,true,2026-03-20 06:58:39.498
593,1338,Fivetran,Data Integration,Expert,2.1,false,2025-06-15,4.0,false,2026-03-20 06:58:39.498
336,1512,Matillion,ETL,Advanced,7.2,false,2025-04-22,4.3,false,2026-03-20 06:58:39.498
1497,1444,React,Frontend,Advanced,7.7,false,2025-07-31,2.4,false,2026-03-20 06:58:39.498
1392,1022,Scala,Programming,Expert,13.5,false,2025-04-10,2.5,false,2026-03-20 06:58:39.498
1698,1158,Databricks,Data Platform,Expert,2.8,false,2025-12-02,4.0,true,2026-03-20 06:58:39.498
1931,1015,Machine Learning,AI/ML,Expert,5.4,false,2026-01-02,4.8,false,2026-03-20 06:58:39.498
1565,1321,NLP,AI/ML,Advanced,3.5,true,2025-06-02,4.8,false,2026-03-20 06:58:39.498
53,1157,Matillion,ETL,Advanced,12.9,true,2026-01-20,3.7,false,2026-03-20 06:58:39.498
1991,1420,NLP,AI/ML,Expert,9.7,true,2025-07-27,3.9,true,2026-03-20 06:58:39.498
1457,1191,Docker,Containerization,Expert,8.2,false,2025-07-17,4.9,false,2026-03-20 06:58:39.498
1819,1450,Machine Learning,AI/ML,Expert,7.9,true,2025-04-07,4.4,true,2026-03-20 06:58:39.498
1711,1254,NLP,AI/ML,Advanced,14.0,false,2025-09-01,3.7,true,2026-03-20 06:58:39.498
1545,1087,Machine Learning,AI/ML,Advanced,5.2,false,2025-03-22,3.5,true,2026-03-20 06:58:39.498
1141,1278,R,Programming,Advanced,9.4,false,2026-01-26,3.5,true,2026-03-20 06:58:39.498
1777,1409,Python,Programming,Advanced,1.4,false,2025-12-15,4.3,false,2026-03-20 06:58:39.498
1709,1254,Looker,Visualization,Expert,7.2,true,2025-09-07,4.3,true,2026-03-20 06:58:39.498
1539,1222,Terraform,Infrastructure as Code,Expert,13.6,false,2025-08-27,4.1,true,2026-03-20 06:58:39.498
229,1007,Docker,Containerization,Intermediate,4.1,false,2025-06-02,3.9,false,2026-03-20 06:58:39.498
1383,1047,CI/CD,DevOps,Advanced,14.7,false,2025-04-10,4.0,true,2026-03-20 06:58:39.498
11112,1515,Terraform,DevOps,Advanced,4.5,false,2026-03-05,4.1,true,2026-03-21 04:04:54.479
306,1006,Redshift,Cloud Data Platform,Intermediate,3.2,false,2025-12-05,3.9,false,2026-03-20 06:58:39.498
1328,1092,Deep Learning,AI/ML,Expert,8.6,false,2025-10-04,2.7,true,2026-03-20 06:58:39.498
1923,1324,SQL,Database,Beginner,7.4,true,2026-02-13,2.1,false,2026-03-20 06:58:39.498
1917,1186,Matillion,ETL,Advanced,13.4,false,2025-10-17,3.2,false,2026-03-20 06:58:39.498
602,1427,AWS,Cloud Platform,Advanced,12.5,false,2025-04-17,3.4,true,2026-03-20 06:58:39.498
465,1471,Azure,Cloud Platform,Advanced,6.2,false,2026-02-16,4.2,true,2026-03-20 06:58:39.498
208,1365,Databricks,Data Platform,Intermediate,1.0,false,2025-09-13,3.5,true,2026-03-20 06:58:39.498
1245,1320,Kafka,Streaming,Advanced,12.4,false,2026-03-12,4.5,true,2026-03-20 06:58:39.498
1707,1474,Terraform,Infrastructure as Code,Expert,7.6,false,2025-07-31,2.8,true,2026-03-20 06:58:39.498
120,1076,Linux,Operating System,Expert,9.9,false,2025-04-16,3.0,true,2026-03-20 06:58:39.498
335,1322,Python,Programming,Advanced,6.3,false,2026-03-02,4.8,false,2026-03-20 06:58:39.498
1770,1204,Machine Learning,AI/ML,Expert,2.6,false,2025-06-12,2.5,true,2026-03-20 06:58:39.498
396,1212,Power BI,Visualization,Beginner,2.4,false,2025-11-12,4.3,false,2026-03-20 06:58:39.498
215,1179,R,Programming,Intermediate,7.5,true,2026-02-03,2.2,true,2026-03-20 06:58:39.498
413,1020,Tableau,Visualization,Expert,6.9,false,2025-12-25,5.0,true,2026-03-20 06:58:39.498
1685,1370,Linux,Operating System,Advanced,0.5,false,2025-05-06,4.8,true,2026-03-20 06:58:39.498
1355,1438,Scala,Programming,Expert,12.7,false,2025-10-31,4.3,true,2026-03-20 06:58:39.498
285,1505,Looker,Visualization,Advanced,6.6,false,2025-05-08,4.3,true,2026-03-20 06:58:39.498
1526,1369,AWS,Cloud Platform,Intermediate,12.6,false,2025-04-01,4.2,true,2026-03-20 06:58:39.498
1404,1190,SSIS,ETL,Advanced,13.2,false,2025-07-08,4.1,true,2026-03-20 06:58:39.498
476,1421,JavaScript,Programming,Advanced,3.3,true,2026-01-23,2.2,true,2026-03-20 06:58:39.498
1325,1023,R,Programming,Expert,13.7,false,2025-11-23,4.2,true,2026-03-20 06:58:39.498
1823,1055,PostgreSQL,Database,Advanced,6.8,false,2025-12-24,4.7,false,2026-03-20 06:58:39.498
508,1348,AWS,Cloud Platform,Expert,12.9,false,2025-08-25,4.0,false,2026-03-20 06:58:39.498
2038,1181,Azure,Cloud Platform,Beginner,11.7,false,2025-04-20,4.6,true,2026-03-20 06:58:39.498
363,1404,React,Frontend,Intermediate,9.3,true,2025-06-17,2.5,true,2026-03-20 06:58:39.498
1896,1436,PostgreSQL,Database,Advanced,9.3,false,2025-12-27,3.6,false,2026-03-20 06:58:39.498
1370,1282,Kafka,Streaming,Expert,6.9,false,2026-01-09,2.2,true,2026-03-20 06:58:39.498
128,1205,Terraform,Infrastructure as Code,Expert,11.9,true,2025-07-02,2.9,true,2026-03-20 06:58:39.498
276,1173,Snowflake,Cloud Data Platform,Intermediate,1.0,false,2026-01-13,2.7,true,2026-03-20 06:58:39.498
177,1234,Machine Learning,AI/ML,Expert,15.0,true,2026-02-04,2.7,true,2026-03-20 06:58:39.498
1402,1190,Docker,Containerization,Intermediate,14.5,true,2025-11-28,3.1,true,2026-03-20 06:58:39.498
1971,1457,SQL,Database,Expert,10.9,true,2025-10-24,3.6,false,2026-03-20 06:58:39.498
1914,1344,Java,Programming,Beginner,9.3,false,2025-10-31,4.3,false,2026-03-20 06:58:39.498
1943,1227,Looker,Visualization,Advanced,5.3,false,2025-08-10,4.9,false,2026-03-20 06:58:39.498
353,1255,Informatica,ETL,Advanced,0.7,false,2026-02-05,3.1,false,2026-03-20 06:58:39.498
175,1246,Kafka,Streaming,Advanced,12.5,false,2025-06-04,4.5,true,2026-03-20 06:58:39.498
314,1220,Informatica,ETL,Intermediate,1.9,false,2025-05-12,2.3,false,2026-03-20 06:58:39.498
516,1082,SSIS,ETL,Advanced,2.6,false,2025-09-12,4.6,true,2026-03-20 06:58:39.498
1374,1110,Power BI,Visualization,Expert,11.6,false,2025-05-26,2.2,true,2026-03-20 06:58:39.498
105,1236,AWS,Cloud Platform,Expert,5.2,true,2026-02-11,4.3,true,2026-03-20 06:58:39.498
1531,1171,Matillion,ETL,Advanced,10.0,false,2025-08-25,2.6,true,2026-03-20 06:58:39.498
1783,1014,Informatica,ETL,Intermediate,6.0,false,2025-03-27,4.3,true,2026-03-20 06:58:39.498
1820,1101,Kubernetes,Container Orchestration,Intermediate,1.3,false,2026-01-12,3.3,false,2026-03-20 06:58:39.498
403,1016,AWS,Cloud Platform,Advanced,11.9,false,2026-02-28,4.6,true,2026-03-20 06:58:39.498
22,1177,dbt,Data Transformation,Expert,6.6,false,2025-09-03,4.8,true,2026-03-20 06:58:39.498
1147,1044,Python,Programming,Expert,11.1,true,2025-11-08,3.3,true,2026-03-20 06:58:39.498
474,1258,React,Frontend,Beginner,13.5,false,2025-05-07,3.1,true,2026-03-20 06:58:39.498
346,1417,Docker,Containerization,Intermediate,14.3,false,2025-08-03,2.7,true,2026-03-20 06:58:39.498
252,1398,dbt,Data Transformation,Advanced,1.8,false,2025-11-16,2.6,true,2026-03-20 06:58:39.498
501,1147,Python,Programming,Expert,0.6,false,2025-12-22,4.8,false,2026-03-20 06:58:39.498
1938,1081,R,Programming,Beginner,4.6,false,2025-09-30,3.8,true,2026-03-20 06:58:39.498
315,1418,SSIS,ETL,Expert,3.3,true,2026-01-23,3.1,true,2026-03-20 06:58:39.498
524,1057,Git,Version Control,Expert,0.6,false,2025-04-20,2.1,true,2026-03-20 06:58:39.498
1234,1035,Looker,Visualization,Intermediate,14.4,false,2025-12-20,4.3,false,2026-03-20 06:58:39.498
2046,1118,dbt,Data Transformation,Intermediate,0.5,false,2025-05-17,3.7,true,2026-03-20 06:58:39.498
1718,1093,Databricks,Data Platform,Beginner,11.5,false,2025-09-11,3.8,true,2026-03-20 06:58:39.498
1843,1399,Terraform,Infrastructure as Code,Advanced,8.2,false,2025-06-29,3.8,false,2026-03-20 06:58:39.498
557,1203,Docker,Containerization,Beginner,9.3,false,2025-10-10,2.8,true,2026-03-20 06:58:39.498
1307,1178,Tableau,Visualization,Expert,11.7,true,2025-05-13,4.0,true,2026-03-20 06:58:39.498
441,1104,JavaScript,Programming,Advanced,1.7,false,2025-04-12,2.6,false,2026-03-20 06:58:39.498
1286,1295,Streamlit,App Development,Beginner,11.3,false,2025-09-12,4.7,true,2026-03-20 06:58:39.498
1821,1431,NLP,AI/ML,Advanced,7.0,true,2025-04-19,4.1,true,2026-03-20 06:58:39.498
412,1020,Apache Spark,Big Data,Expert,5.6,false,2025-08-06,5.0,false,2026-03-20 06:58:39.498
24,1251,Streamlit,App Development,Expert,5.6,true,2025-10-17,3.7,true,2026-03-20 06:58:39.498
1493,1470,Git,Version Control,Expert,10.0,false,2026-02-16,3.2,false,2026-03-20 06:58:39.498
1444,1314,dbt,Data Transformation,Advanced,7.1,false,2025-03-24,3.3,true,2026-03-20 06:58:39.498
298,1182,Talend,ETL,Advanced,9.8,false,2026-01-24,3.3,false,2026-03-20 06:58:39.498
1633,1432,Talend,ETL,Advanced,14.8,false,2025-08-08,2.3,true,2026-03-20 06:58:39.498
30,1037,Airflow,Workflow Orchestration,Advanced,8.1,true,2025-10-26,2.5,true,2026-03-20 06:58:39.498
1448,1214,Apache Spark,Big Data,Advanced,4.1,false,2025-04-17,4.7,true,2026-03-20 06:58:39.498
1858,1156,dbt,Data Transformation,Advanced,12.8,true,2025-04-16,4.0,true,2026-03-20 06:58:39.498
287,1406,SSIS,ETL,Beginner,10.8,false,2025-09-19,2.3,true,2026-03-20 06:58:39.498
1824,1105,Talend,ETL,Beginner,9.7,false,2026-01-30,3.3,false,2026-03-20 06:58:39.498
1671,1425,AWS,Cloud Platform,Intermediate,14.1,false,2025-06-05,3.2,false,2026-03-20 06:58:39.498
431,1296,NLP,AI/ML,Expert,7.5,false,2025-08-11,3.8,false,2026-03-20 06:58:39.498
603,1427,Qlik,Visualization,Beginner,5.5,false,2025-05-21,4.3,false,2026-03-20 06:58:39.498
1193,1490,dbt,Data Transformation,Expert,14.5,true,2025-11-04,2.3,true,2026-03-20 06:58:39.498
1385,1047,Linux,Operating System,Expert,4.6,false,2025-11-08,2.9,true,2026-03-20 06:58:39.498
1469,1247,Azure,Cloud Platform,Intermediate,9.4,false,2025-06-28,2.9,true,2026-03-20 06:58:39.498
351,1107,Scala,Programming,Intermediate,1.9,false,2025-08-20,2.6,true,2026-03-20 06:58:39.498
1533,1200,Databricks,Data Platform,Expert,11.8,true,2025-05-25,3.8,true,2026-03-20 06:58:39.498
535,1379,Kubernetes,Container Orchestration,Expert,10.9,false,2025-04-14,2.0,false,2026-03-20 06:58:39.498
11119,1517,SQL,Database,Expert,12.0,false,2026-03-19,4.9,true,2026-03-21 04:04:54.479
1563,1456,Java,Programming,Intermediate,8.2,true,2026-02-17,3.4,true,2026-03-20 06:58:39.498
1372,1110,Azure,Cloud Platform,Beginner,10.6,false,2025-10-08,5.0,true,2026-03-20 06:58:39.498
310,1373,Java,Programming,Beginner,8.6,true,2026-02-22,4.9,true,2026-03-20 06:58:39.498
106,1236,Snowflake,Cloud Data Platform,Expert,8.3,false,2026-01-28,2.0,true,2026-03-20 06:58:39.498
1353,1350,Kubernetes,Container Orchestration,Advanced,7.5,false,2025-10-21,4.9,true,2026-03-20 06:58:39.498
169,1061,MongoDB,NoSQL,Expert,9.0,false,2025-04-09,3.3,false,2026-03-20 06:58:39.498
1645,1165,Databricks,Data Platform,Beginner,0.5,false,2025-11-04,3.9,true,2026-03-20 06:58:39.498
1436,1285,Apache Spark,Big Data,Beginner,1.3,false,2025-08-15,4.4,false,2026-03-20 06:58:39.498
1449,1313,Informatica,ETL,Expert,11.0,false,2026-03-17,2.8,true,2026-03-20 06:58:39.498
1467,1247,Streamlit,App Development,Expert,5.8,true,2025-12-10,2.3,true,2026-03-20 06:58:39.498
237,1264,Informatica,ETL,Expert,11.3,false,2025-10-07,4.7,false,2026-03-20 06:58:39.498
339,1422,Power BI,Visualization,Expert,10.8,true,2025-10-22,3.3,false,2026-03-20 06:58:39.498
1678,1358,Matillion,ETL,Intermediate,5.2,false,2026-02-23,3.0,true,2026-03-20 06:58:39.498
1343,1459,R,Programming,Expert,8.9,false,2026-03-13,3.4,true,2026-03-20 06:58:39.498
1233,1035,Docker,Containerization,Expert,7.0,false,2025-07-08,4.6,false,2026-03-20 06:58:39.498
1696,1158,NLP,AI/ML,Expert,10.4,false,2025-05-04,2.9,false,2026-03-20 06:58:39.498
1158,1346,Redshift,Cloud Data Platform,Beginner,1.7,false,2025-05-08,2.0,true,2026-03-20 06:58:39.498
1488,1470,Deep Learning,AI/ML,Expert,7.7,true,2025-05-10,3.0,true,2026-03-20 06:58:39.498
1416,1065,CI/CD,DevOps,Advanced,5.6,false,2025-10-25,3.2,true,2026-03-20 06:58:39.498
1936,1496,MongoDB,NoSQL,Advanced,5.2,false,2025-10-30,2.9,true,2026-03-20 06:58:39.498
1450,1313,Machine Learning,AI/ML,Expert,12.1,false,2025-12-12,2.7,true,2026-03-20 06:58:39.498
1929,1015,Kubernetes,Container Orchestration,Intermediate,7.2,true,2026-01-21,4.2,true,2026-03-20 06:58:39.498
1626,1487,Qlik,Visualization,Beginner,14.9,true,2025-04-01,3.4,false,2026-03-20 06:58:39.498
1256,1277,CI/CD,DevOps,Beginner,5.0,false,2025-09-12,3.4,false,2026-03-20 06:58:39.498
142,1441,Talend,ETL,Intermediate,7.2,false,2025-04-02,2.1,false,2026-03-20 06:58:39.498
1965,1226,R,Programming,Intermediate,5.1,false,2025-06-05,2.2,false,2026-03-20 06:58:39.498
1101,1427,Java,Programming,Expert,5.7,false,2026-01-25,3.4,false,2026-03-20 06:58:39.498
33,1037,Kubernetes,Container Orchestration,Intermediate,14.6,false,2025-05-25,4.6,true,2026-03-20 06:58:39.498
1168,1113,Looker,Visualization,Expert,13.9,false,2025-05-22,3.6,false,2026-03-20 06:58:39.498
1,1501,BigQuery,Cloud Data Platform,Advanced,12.9,true,2025-10-06,2.9,false,2026-03-20 06:58:39.498
1445,1314,Talend,ETL,Beginner,14.9,false,2025-09-22,2.5,false,2026-03-20 06:58:39.498
1296,1273,Terraform,Infrastructure as Code,Expert,3.6,false,2025-04-20,3.9,true,2026-03-20 06:58:39.498
1608,1396,Git,Version Control,Intermediate,6.9,false,2025-10-11,3.8,false,2026-03-20 06:58:39.498
392,1167,Deep Learning,AI/ML,Beginner,13.7,true,2025-06-05,2.2,false,2026-03-20 06:58:39.498
1143,1327,Matillion,ETL,Advanced,0.6,false,2025-03-31,2.3,true,2026-03-20 06:58:39.498
1183,1270,Deep Learning,AI/ML,Intermediate,11.5,false,2025-07-05,4.9,false,2026-03-20 06:58:39.498
29,1292,Machine Learning,AI/ML,Beginner,7.8,false,2026-02-05,4.3,true,2026-03-20 06:58:39.498
1816,1499,Kafka,Streaming,Beginner,8.0,true,2025-11-10,2.5,true,2026-03-20 06:58:39.498
1913,1344,Azure,Cloud Platform,Expert,14.1,false,2025-08-01,3.2,true,2026-03-20 06:58:39.498
1560,1252,R,Programming,Expert,12.3,false,2025-09-06,2.7,true,2026-03-20 06:58:39.498
1733,1238,Airflow,Workflow Orchestration,Advanced,12.8,false,2025-07-05,2.8,true,2026-03-20 06:58:39.498
380,1180,Java,Programming,Expert,4.3,false,2025-05-31,2.0,false,2026-03-20 06:58:39.498
1582,1469,Linux,Operating System,Beginner,1.8,false,2026-03-04,4.0,false,2026-03-20 06:58:39.498
510,1348,SSIS,ETL,Expert,10.9,false,2025-04-12,3.7,true,2026-03-20 06:58:39.498
1349,1439,CI/CD,DevOps,Expert,0.8,false,2025-10-01,4.6,true,2026-03-20 06:58:39.498
1209,1189,PostgreSQL,Database,Advanced,12.4,false,2025-06-13,2.5,false,2026-03-20 06:58:39.498
1218,1426,Airflow,Workflow Orchestration,Advanced,6.9,false,2025-08-11,4.1,true,2026-03-20 06:58:39.498
1994,1420,Machine Learning,AI/ML,Intermediate,8.1,false,2025-05-18,3.5,true,2026-03-20 06:58:39.498
1381,1047,dbt,Data Transformation,Advanced,6.1,false,2025-12-01,5.0,true,2026-03-20 06:58:39.498
1502,1088,JavaScript,Programming,Expert,12.5,false,2026-01-07,2.5,false,2026-03-20 06:58:39.498
1790,1038,BigQuery,Cloud Data Platform,Expert,3.7,false,2025-11-29,3.6,false,2026-03-20 06:58:39.498
506,1201,MongoDB,NoSQL,Beginner,13.1,true,2025-07-08,2.5,true,2026-03-20 06:58:39.498
203,1366,Terraform,Infrastructure as Code,Expert,6.1,false,2025-11-04,2.1,true,2026-03-20 06:58:39.498
1326,1023,GCP,Cloud Platform,Intermediate,1.0,false,2025-07-19,4.0,true,2026-03-20 06:58:39.498
146,1453,Java,Programming,Advanced,8.9,false,2026-02-25,3.4,true,2026-03-20 06:58:39.498
1801,1052,Redshift,Cloud Data Platform,Intermediate,8.8,false,2025-04-24,4.2,true,2026-03-20 06:58:39.498
291,1032,Tableau,Visualization,Expert,11.9,false,2025-04-04,3.6,true,2026-03-20 06:58:39.498
1961,1397,Kafka,Streaming,Intermediate,6.1,false,2026-02-25,2.7,false,2026-03-20 06:58:39.498
1552,1027,Talend,ETL,Advanced,8.3,false,2025-10-14,3.1,true,2026-03-20 06:58:39.498
1693,1271,React,Frontend,Expert,0.6,false,2025-12-20,2.5,false,2026-03-20 06:58:39.498
2049,1071,NLP,AI/ML,Expert,13.7,false,2025-04-05,4.2,true,2026-03-20 06:58:39.498
1389,1022,Airflow,Workflow Orchestration,Expert,14.1,true,2025-08-02,3.4,true,2026-03-20 06:58:39.498
1277,1317,Terraform,Infrastructure as Code,Expert,0.5,true,2026-03-13,4.4,true,2026-03-20 06:58:39.498
25,1251,Git,Version Control,Intermediate,10.4,false,2025-10-24,2.1,false,2026-03-20 06:58:39.498
123,1144,Machine Learning,AI/ML,Expert,6.1,false,2026-01-30,2.2,true,2026-03-20 06:58:39.498
1567,1319,dbt,Data Transformation,Beginner,14.5,false,2026-01-02,4.7,false,2026-03-20 06:58:39.498
597,1483,Linux,Operating System,Expert,6.6,false,2025-07-11,3.7,false,2026-03-20 06:58:39.498
1988,1013,Azure,Cloud Platform,Expert,0.7,true,2025-08-26,4.1,true,2026-03-20 06:58:39.498
1351,1350,Informatica,ETL,Intermediate,13.2,true,2026-01-19,3.3,false,2026-03-20 06:58:39.498
518,1304,Linux,Operating System,Beginner,3.6,false,2025-04-14,4.2,false,2026-03-20 06:58:39.498
2043,1465,Power BI,Visualization,Expert,4.8,false,2025-05-31,4.9,true,2026-03-20 06:58:39.498
1975,1196,NLP,AI/ML,Expert,2.5,false,2025-07-27,3.8,true,2026-03-20 06:58:39.498
1568,1319,Scala,Programming,Beginner,1.1,false,2025-04-30,2.5,true,2026-03-20 06:58:39.498
483,1086,Informatica,ETL,Advanced,13.1,true,2026-03-12,4.3,true,2026-03-20 06:58:39.498
1668,1425,Apache Spark,Big Data,Expert,9.2,false,2025-04-22,4.3,true,2026-03-20 06:58:39.498
1766,1491,Talend,ETL,Expert,13.0,false,2025-10-09,3.9,false,2026-03-20 06:58:39.498
1108,1302,Deep Learning,AI/ML,Beginner,12.9,false,2025-09-10,4.1,true,2026-03-20 06:58:39.498
2023,1497,Informatica,ETL,Advanced,11.4,false,2025-03-26,2.9,false,2026-03-20 06:58:39.498
1118,1188,Power BI,Visualization,Beginner,6.4,false,2025-03-24,2.9,false,2026-03-20 06:58:39.498
204,1060,Qlik,Visualization,Advanced,6.4,true,2025-06-28,4.4,true,2026-03-20 06:58:39.498
452,1111,Power BI,Visualization,Expert,14.6,false,2025-10-28,2.8,true,2026-03-20 06:58:39.498
1356,1438,AWS,Cloud Platform,Beginner,6.8,false,2025-06-27,2.1,false,2026-03-20 06:58:39.498
1225,1360,R,Programming,Expert,7.6,false,2025-04-22,3.7,false,2026-03-20 06:58:39.498
1182,1270,CI/CD,DevOps,Advanced,6.5,false,2025-08-13,4.9,true,2026-03-20 06:58:39.498
1651,1041,Snowflake,Cloud Data Platform,Intermediate,12.0,true,2025-06-03,3.5,true,2026-03-20 06:58:39.498
420,1213,Airflow,Workflow Orchestration,Advanced,13.3,false,2025-07-26,4.6,false,2026-03-20 06:58:39.498
11122,1518,Power BI,Visualization,Expert,8.0,false,2026-03-10,4.6,true,2026-03-21 04:04:54.479
540,1124,Machine Learning,AI/ML,Expert,14.9,false,2026-02-09,4.1,false,2026-03-20 06:58:39.498
1784,1103,Databricks,Data Platform,Advanced,3.2,true,2025-05-01,3.5,true,2026-03-20 06:58:39.498
1184,1270,Tableau,Visualization,Intermediate,6.3,false,2025-12-30,3.7,false,2026-03-20 06:58:39.498
1199,1490,Streamlit,App Development,Advanced,9.1,false,2025-11-19,2.7,true,2026-03-20 06:58:39.498
1222,1360,Qlik,Visualization,Expert,1.9,true,2025-11-04,3.9,true,2026-03-20 06:58:39.498
1365,1386,Airflow,Workflow Orchestration,Expert,11.0,false,2025-10-28,2.1,true,2026-03-20 06:58:39.498
525,1400,SSIS,ETL,Intermediate,13.9,true,2026-03-11,2.0,false,2026-03-20 06:58:39.498
1681,1288,R,Programming,Expert,13.1,true,2025-06-08,2.9,false,2026-03-20 06:58:39.498
350,1287,React,Frontend,Expert,2.7,false,2025-12-19,3.3,true,2026-03-20 06:58:39.498
1732,1238,Java,Programming,Beginner,2.8,false,2025-07-16,3.4,true,2026-03-20 06:58:39.498
1807,1145,Git,Version Control,Intermediate,12.2,false,2025-11-05,2.4,true,2026-03-20 06:58:39.498
280,1303,MongoDB,NoSQL,Beginner,2.0,true,2026-02-03,3.9,false,2026-03-20 06:58:39.498
292,1032,React,Frontend,Expert,9.9,false,2025-08-23,4.5,false,2026-03-20 06:58:39.498
1348,1368,Qlik,Visualization,Advanced,9.6,false,2025-05-07,3.6,true,2026-03-20 06:58:39.498
1619,1309,Linux,Operating System,Intermediate,1.5,false,2025-04-20,4.2,false,2026-03-20 06:58:39.498
1659,1381,Databricks,Data Platform,Expert,13.4,false,2026-02-13,3.5,false,2026-03-20 06:58:39.498
1774,1409,Docker,Containerization,Expert,15.0,true,2025-11-19,3.2,false,2026-03-20 06:58:39.498
217,1179,SQL,Database,Advanced,7.9,false,2025-06-10,4.5,true,2026-03-20 06:58:39.498
1955,1345,React,Frontend,Expert,0.9,false,2025-04-22,3.3,true,2026-03-20 06:58:39.498
1357,1438,Qlik,Visualization,Expert,3.5,false,2026-03-13,4.9,true,2026-03-20 06:58:39.498
1779,1383,CI/CD,DevOps,Intermediate,2.2,true,2025-04-05,3.0,true,2026-03-20 06:58:39.498
1511,1090,Informatica,ETL,Expert,2.0,true,2025-11-25,3.5,true,2026-03-20 06:58:39.498
1344,1368,GCP,Cloud Platform,Advanced,7.4,true,2025-12-06,3.7,true,2026-03-20 06:58:39.498
324,1141,Qlik,Visualization,Expert,9.9,true,2025-10-20,4.2,false,2026-03-20 06:58:39.498
370,1005,Machine Learning,AI/ML,Expert,14.2,true,2026-01-05,2.8,true,2026-03-20 06:58:39.498
1337,1139,Databricks,Data Platform,Expert,13.9,false,2025-10-17,2.6,true,2026-03-20 06:58:39.498
1857,1371,BigQuery,Cloud Data Platform,Expert,6.7,false,2025-10-23,4.5,false,2026-03-20 06:58:39.498
131,1205,Streamlit,App Development,Beginner,11.2,false,2025-05-10,4.0,false,2026-03-20 06:58:39.498
488,1036,PostgreSQL,Database,Intermediate,7.5,true,2025-08-11,2.0,false,2026-03-20 06:58:39.498
47,1272,Kafka,Streaming,Advanced,5.4,false,2025-10-15,2.8,true,2026-03-20 06:58:39.498
28,1308,GCP,Cloud Platform,Advanced,13.0,false,2026-03-12,4.7,true,2026-03-20 06:58:39.498
1459,1507,Terraform,Infrastructure as Code,Expert,5.3,true,2025-05-16,4.3,true,2026-03-20 06:58:39.498
1841,1399,Machine Learning,AI/ML,Beginner,9.0,false,2025-07-26,3.3,true,2026-03-20 06:58:39.498
337,1512,Scala,Programming,Expert,4.6,false,2025-12-26,4.6,true,2026-03-20 06:58:39.498
2040,1465,Databricks,Data Platform,Advanced,10.0,true,2025-07-09,3.7,true,2026-03-20 06:58:39.498
1903,1269,Apache Spark,Big Data,Beginner,0.5,true,2025-03-25,2.7,false,2026-03-20 06:58:39.498
1550,1475,dbt,Data Transformation,Advanced,5.9,false,2026-01-15,3.7,false,2026-03-20 06:58:39.498
307,1357,Snowflake,Cloud Data Platform,Beginner,5.1,true,2025-08-26,2.4,false,2026-03-20 06:58:39.498
1996,1419,React,Frontend,Expert,10.4,true,2025-06-10,2.5,false,2026-03-20 06:58:39.498
594,1338,Apache Spark,Big Data,Beginner,3.8,false,2025-12-07,2.5,true,2026-03-20 06:58:39.498
295,1182,PostgreSQL,Database,Expert,13.5,true,2025-12-23,2.2,false,2026-03-20 06:58:39.498
1504,1170,Kubernetes,Container Orchestration,Intermediate,9.4,true,2025-06-25,4.1,true,2026-03-20 06:58:39.498
1420,1448,Tableau,Visualization,Advanced,3.3,true,2026-02-10,3.6,true,2026-03-20 06:58:39.498
1538,1097,Matillion,ETL,Intermediate,13.1,true,2025-05-10,5.0,false,2026-03-20 06:58:39.498
1178,1235,Informatica,ETL,Beginner,2.4,true,2025-06-07,5.0,false,2026-03-20 06:58:39.498
480,1117,Kafka,Streaming,Advanced,14.5,true,2025-08-27,2.6,false,2026-03-20 06:58:39.498
246,1488,Airflow,Workflow Orchestration,Expert,8.3,false,2025-04-23,4.5,false,2026-03-20 06:58:39.498
11109,1515,GCP,Cloud Platform,Expert,8.0,true,2026-03-16,4.7,true,2026-03-21 04:04:54.479
1853,1371,JavaScript,Programming,Expert,6.1,true,2025-12-31,4.5,true,2026-03-20 06:58:39.498
1505,1170,NLP,AI/ML,Advanced,8.2,false,2025-05-20,2.6,true,2026-03-20 06:58:39.498
7,1131,Informatica,ETL,Beginner,7.1,false,2026-01-03,4.3,true,2026-03-20 06:58:39.498
1840,1399,Talend,ETL,Advanced,5.6,false,2025-10-05,3.1,true,2026-03-20 06:58:39.498
1395,1022,NLP,AI/ML,Beginner,3.1,false,2025-07-18,3.2,false,2026-03-20 06:58:39.498
1166,1113,Airflow,Workflow Orchestration,Intermediate,0.9,false,2025-06-27,3.4,false,2026-03-20 06:58:39.498
11134,1520,Databricks,Big Data,Expert,8.0,false,2026-03-08,4.7,true,2026-03-21 04:04:54.479
1735,1382,Terraform,Infrastructure as Code,Expert,0.7,false,2025-06-21,2.9,true,2026-03-20 06:58:39.498
304,1006,CI/CD,DevOps,Intermediate,14.9,true,2026-01-31,3.8,true,2026-03-20 06:58:39.498
293,1032,BigQuery,Cloud Data Platform,Beginner,2.7,false,2026-02-27,2.5,false,2026-03-20 06:58:39.498
1321,1023,Git,Version Control,Intermediate,8.0,true,2025-11-08,4.9,true,2026-03-20 06:58:39.498
1850,1176,Databricks,Data Platform,Beginner,6.1,false,2025-10-29,2.5,true,2026-03-20 06:58:39.498
